DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Mar2002,-0.89115,-1.60206,-1.14347,-0.73005,-0.81051,-0.78246,-0.82361,-0.93792,-1.12282,-1.15317,-1.18841,-1.70777,-1.80588,-1.89728,-1.90882,-1.62944,-1.63843,-1.38824,-1.42921,-1.50221,-1.5409,-1.52827,-1.65516,-1.91432,-2.01005,-1.97972,-1.95867,-1.97579,-1.86024,-1.91106,-1.92151,-1.96488,-1.8644,-1.86051,-1.89704,-1.92135,-1.8682,-1.86817,-1.87437,-1.90156,-2.01145,-2.05332,-2.03254,-2.00431,-1.99566,-2.00405,-1.92724,-1.93298
Apr2002,1.88686,1.0117,0.13333,0.28673,0.51049,0.43611,0.42729,0.37669,0.24157,0.05041,-0.08179,-0.26924,-0.94269,-1.24247,-1.43776,-1.45598,-1.17527,-1.19183,-0.90198,-0.95368,-1.04294,-1.07916,-1.08411,-1.28272,-1.60346,-1.72588,-1.72525,-1.71876,-1.75131,-1.61462,-1.65114,-1.66521,-1.72098,-1.60437,-1.61271,-1.67087,-1.728,-1.68108,-1.68088,-1.66455,-1.68582,-1.82135,-1.8665,-1.84536,-1.81729,-1.80666,-1.82482,-1.74856
May2002,-0.342,1.26581,0.58897,-0.09174,0.04595,0.26059,0.19382,0.16782,0.12554,0.01261,-0.13962,-0.24158,-0.41962,-0.97252,-1.24049,-1.41525,-1.43463,-1.19026,-1.20654,-0.94662,-0.99335,-1.07206,-1.10339,-1.10854,-1.29147,-1.58742,-1.70723,-1.70899,-1.71022,-1.74639,-1.62098,-1.65471,-1.66914,-1.71747,-1.6072,-1.61718,-1.67062,-1.72865,-1.68485,-1.68912,-1.67297,-1.69257,-1.83405,-1.88323,-1.86016,-1.8285,-1.81389,-1.83326
Jun2002,-0.77099,-0.59123,0.96509,0.39129,-0.212,-0.07591,0.13344,0.06098,0.0387,0.00287,-0.09977,-0.24546,-0.32914,-0.4843,-1.00505,-1.25862,-1.42709,-1.44976,-1.21164,-1.22656,-0.97335,-1.01882,-1.09363,-1.12371,-1.12732,-1.30257,-1.59324,-1.70478,-1.70935,-1.71548,-1.75658,-1.63107,-1.66318,-1.67489,-1.71941,-1.60968,-1.61901,-1.67335,-1.73416,-1.69214,-1.69629,-1.67716,-1.6991,-1.84423,-1.89086,-1.86644,-1.83114,-1.81699
Jul2002,0.03373,-0.56525,-0.60253,0.88571,0.33788,-0.22691,-0.08763,0.10655,0.04057,0.01739,-0.0182,-0.11757,-0.26324,-0.34199,-0.48594,-0.991,-1.23655,-1.39917,-1.42357,-1.18974,-1.20573,-0.96521,-1.00976,-1.08042,-1.10823,-1.11077,-1.27785,-1.56724,-1.67591,-1.684,-1.68799,-1.73225,-1.60803,-1.63767,-1.64941,-1.6936,-1.58404,-1.59218,-1.64686,-1.71016,-1.66184,-1.66494,-1.64573,-1.66593,-1.80979,-1.85018,-1.82795,-1.79444
Aug2002,-1.25836,-0.82601,-0.94098,-0.87163,0.59797,0.13803,-0.37376,-0.23698,-0.04768,-0.1065,-0.1232,-0.15483,-0.24524,-0.38207,-0.4466,-0.57181,-1.04553,-1.28419,-1.44796,-1.47153,-1.236,-1.24868,-1.01383,-1.05876,-1.1253,-1.15471,-1.15634,-1.31693,-1.5947,-1.69604,-1.70647,-1.71439,-1.75562,-1.63372,-1.66265,-1.67438,-1.71687,-1.60822,-1.61661,-1.66818,-1.72915,-1.68247,-1.68761,-1.67207,-1.69407,-1.83696,-1.87518,-1.85065
Sep2002,-3.03268,-2.23599,-1.72886,-1.5451,-1.38743,0.21517,-0.17048,-0.63136,-0.49026,-0.29195,-0.35507,-0.36528,-0.39173,-0.47649,-0.60734,-0.6554,-0.75736,-1.20097,-1.41812,-1.56875,-1.586,-1.35455,-1.35993,-1.13934,-1.18358,-1.24267,-1.27136,-1.26783,-1.41367,-1.67236,-1.76683,-1.7743,-1.78672,-1.8241,-1.70416,-1.73507,-1.74446,-1.78395,-1.67844,-1.68258,-1.7282,-1.78353,-1.73868,-1.7442,-1.7317,-1.7545,-1.88967,-1.92799
Oct2002,-2.47928,-3.67361,-3.31626,-2.30322,-1.93753,-1.74855,-0.23962,-0.52846,-0.93151,-0.77241,-0.58703,-0.6575,-0.67129,-0.69233,-0.76238,-0.88428,-0.90827,-0.97367,-1.39886,-1.62355,-1.76889,-1.77629,-1.52476,-1.51656,-1.29731,-1.33978,-1.39148,-1.42432,-1.41321,-1.5453,-1.77478,-1.86375,-1.86852,-1.88811,-1.92307,-1.80334,-1.83741,-1.84647,-1.88451,-1.78591,-1.78622,-1.82422,-1.86958,-1.82917,-1.83481,-1.83225,-1.86028,-1.99618
Nov2002,0.35165,-0.58788,-1.56413,-1.85344,-1.50254,-1.47757,-1.41733,-0.14238,-0.43634,-0.8206,-0.68368,-0.53566,-0.59576,-0.60761,-0.62581,-0.6857,-0.79355,-0.82067,-0.88622,-1.29429,-1.51822,-1.65106,-1.67065,-1.42868,-1.42843,-1.21789,-1.25409,-1.30939,-1.34342,-1.33768,-1.47798,-1.71998,-1.81752,-1.82797,-1.84783,-1.90135,-1.76866,-1.80826,-1.81956,-1.8593,-1.75819,-1.76226,-1.8128,-1.86056,-1.82491,-1.83055,-1.81458,-1.83894
Dec2002,1.82774,1.39263,0.59041,0.08084,-0.25253,-0.26428,-0.45964,-0.55211,0.44618,0.07277,-0.37713,-0.26059,-0.12396,-0.18246,-0.19277,-0.21012,-0.27473,-0.39005,-0.43391,-0.52903,-0.9672,-1.21868,-1.37234,-1.39902,-1.15413,-1.1764,-0.94343,-0.98544,-1.05311,-1.08512,-1.09257,-1.25924,-1.53987,-1.64852,-1.66262,-1.66797,-1.7212,-1.5921,-1.63273,-1.64502,-1.6934,-1.58629,-1.60022,-1.6705,-1.73591,-1.69218,-1.69662,-1.67114
Jan2003,-0.86147,0.81103,0.73843,0.0914,-0.44524,-0.74183,-0.71782,-0.84773,-0.88987,0.15623,-0.18659,-0.61043,-0.47897,-0.33488,-0.38541,-0.40143,-0.41777,-0.47613,-0.58724,-0.621,-0.70156,-1.09642,-1.31073,-1.4399,-1.46666,-1.25473,-1.27109,-1.04317,-1.08364,-1.14209,-1.17691,-1.18109,-1.33881,-1.60175,-1.70481,-1.71278,-1.72776,-1.78198,-1.65591,-1.69165,-1.70512,-1.74939,-1.64622,-1.66102,-1.73355,-1.80193,-1.76468,-1.77495
Feb2003,0.84804,-0.00262,1.06851,1.08756,0.41929,-0.05373,-0.32554,-0.32396,-0.46343,-0.54657,0.39549,0.02361,-0.42669,-0.29826,-0.13644,-0.19798,-0.21592,-0.23754,-0.30513,-0.41501,-0.45584,-0.55378,-0.97153,-1.18544,-1.31836,-1.35124,-1.13842,-1.15904,-0.9218,-0.96336,-1.02611,-1.05964,-1.06929,-1.23651,-1.50231,-1.60998,-1.62038,-1.62695,-1.67329,-1.55992,-1.59431,-1.60517,-1.65043,-1.54918,-1.56787,-1.64229,-1.7256,-1.68998
Mar2003,0.5747,0.81829,0.33913,1.04365,1.08813,0.60337,0.24468,-0.00469,-0.02852,-0.17521,-0.3097,0.49956,0.15011,-0.28542,-0.17682,-0.04139,-0.102,-0.12002,-0.14227,-0.21047,-0.30658,-0.35047,-0.45898,-0.8665,-1.078,-1.21508,-1.25697,-1.05457,-1.07439,-0.83565,-0.87721,-0.93926,-0.97223,-0.98561,-1.14978,-1.4101,-1.51229,-1.52566,-1.52392,-1.57487,-1.47212,-1.49827,-1.50916,-1.55219,-1.45427,-1.47289,-1.54774,-1.64013
Apr2003,1.67005,1.50189,1.49957,1.16549,1.62772,1.69027,1.26648,1.00056,0.81091,0.78978,0.61115,0.38975,1.06401,0.74217,0.2999,0.38368,0.50768,0.44094,0.41032,0.38622,0.30058,0.18936,0.11631,-0.0268,-0.49301,-0.74814,-0.9163,-0.96189,-0.73992,-0.76726,-0.49756,-0.54545,-0.62021,-0.6583,-0.68812,-0.89246,-1.20184,-1.32543,-1.34075,-1.32129,-1.37084,-1.26585,-1.29325,-1.30688,-1.35789,-1.25046,-1.27818,-1.36557
May2003,0.1652,1.24497,1.15423,1.23932,0.96063,1.38643,1.44788,1.09415,0.83203,0.65678,0.64149,0.48381,0.28112,0.94029,0.64433,0.24209,0.31245,0.43781,0.36445,0.33494,0.31558,0.23488,0.13395,0.06538,-0.06493,-0.51407,-0.74898,-0.90897,-0.94762,-0.72626,-0.7599,-0.50533,-0.55069,-0.62294,-0.65697,-0.68483,-0.88066,-1.18266,-1.29702,-1.31507,-1.29276,-1.34009,-1.23374,-1.26096,-1.27454,-1.32579,-1.21808,-1.24723
Jun2003,-0.47049,-0.07469,1.00353,0.96589,1.06906,0.82015,1.24137,1.29345,0.95859,0.70994,0.54318,0.52539,0.3825,0.20238,0.83648,0.56047,0.1845,0.25323,0.37565,0.30208,0.27613,0.25821,0.18006,0.08558,0.02166,-0.1016,-0.53488,-0.76096,-0.91611,-0.9526,-0.7334,-0.76411,-0.51631,-0.56101,-0.63179,-0.66635,-0.69299,-0.88164,-1.17831,-1.29275,-1.31066,-1.28693,-1.3345,-1.23001,-1.25574,-1.26879,-1.31809,-1.21119
Jul2003,-1.71635,-1.24185,-0.70912,0.62172,0.66731,0.81137,0.5666,1.01347,1.06646,0.73275,0.47942,0.31212,0.29495,0.16372,0.00396,0.64287,0.37408,0.01298,0.07909,0.19792,0.12713,0.10285,0.08714,0.01369,-0.07422,-0.12758,-0.23265,-0.64088,-0.84636,-0.99095,-1.02779,-0.81797,-0.8428,-0.60699,-0.64956,-0.7144,-0.74743,-0.76939,-0.95094,-1.23021,-1.33937,-1.35571,-1.33696,-1.3822,-1.28533,-1.30822,-1.31961,-1.36533
Aug2003,-1.26046,-1.82838,-1.4672,-0.96373,0.34396,0.45232,0.60952,0.37936,0.82089,0.87273,0.5599,0.31852,0.16081,0.14396,0.02925,-0.10962,0.5027,0.25647,-0.08019,-0.0173,0.10159,0.0335,0.01087,-0.00613,-0.07561,-0.15852,-0.20638,-0.30454,-0.6995,-0.89711,-1.0365,-1.07406,-0.86929,-0.89079,-0.66121,-0.70115,-0.76191,-0.79314,-0.81232,-0.98771,-1.2581,-1.36639,-1.38352,-1.36685,-1.41348,-1.31713,-1.33891,-1.34874
Sep2003,-0.51055,-1.26351,-1.74752,-1.45496,-1.04447,0.24776,0.37935,0.55024,0.32149,0.76733,0.81462,0.50389,0.2649,0.10669,0.09138,-0.01876,-0.15225,0.45752,0.21679,-0.11365,-0.04995,0.07092,0.00358,-0.01755,-0.03471,-0.10268,-0.18584,-0.23156,-0.32547,-0.71768,-0.90992,-1.0465,-1.08448,-0.88321,-0.90483,-0.67886,-0.71828,-0.77789,-0.8086,-0.8272,-0.99988,-1.26696,-1.37424,-1.39153,-1.37509,-1.42086,-1.32533,-1.34735
Oct2003,-1.08483,-1.04732,-1.50812,-1.93254,-1.62668,-1.28458,-0.0629,0.11693,0.31024,0.0954,0.53894,0.58171,0.27574,0.04084,-0.10776,-0.12169,-0.20589,-0.29662,0.31059,0.09584,-0.22282,-0.16157,-0.03967,-0.10385,-0.124,-0.14406,-0.20799,-0.28925,-0.33346,-0.42348,-0.81096,-0.99469,-1.12452,-1.16261,-0.96637,-0.98567,-0.76908,-0.80658,-0.86111,-0.88611,-0.90139,-1.06699,-1.32631,-1.43494,-1.45224,-1.44291,-1.49072,-1.39494
Nov2003,-0.70575,-1.27316,-1.41554,-1.72912,-1.98324,-1.7453,-1.42809,-0.31679,-0.12853,0.0641,-0.12668,0.28405,0.32179,0.03583,-0.17915,-0.30509,-0.3097,-0.37644,-0.45158,0.13321,-0.06448,-0.36038,-0.30082,-0.17805,-0.2409,-0.26494,-0.2857,-0.33956,-0.41554,-0.44949,-0.5206,-0.88465,-1.05749,-1.18537,-1.22579,-1.03398,-1.05071,-0.84146,-0.87713,-0.92905,-0.9543,-0.96764,-1.13084,-1.38645,-1.49723,-1.51432,-1.50094,-1.54788
Dec2003,0.14899,-0.57651,-0.92,-1.02162,-1.3175,-1.63309,-1.53863,-1.30422,-0.28593,-0.11462,0.07328,-0.12841,0.27901,0.31101,0.03131,-0.17306,-0.29268,-0.29974,-0.36578,-0.44157,0.15385,-0.05058,-0.34451,-0.28639,-0.17017,-0.23289,-0.25642,-0.27528,-0.32769,-0.40183,-0.4387,-0.51155,-0.87568,-1.04921,-1.17643,-1.21441,-1.02192,-1.03863,-0.83003,-0.86621,-0.91811,-0.94339,-0.95694,-1.12287,-1.3837,-1.49435,-1.51308,-1.50036
Jan2004,0.77174,0.54024,-0.13411,-0.46142,-0.58242,-0.87229,-1.22217,-1.23021,-1.039,-0.12003,0.01748,0.17626,-0.01053,0.38749,0.42679,0.14099,-0.06325,-0.18236,-0.19471,-0.26469,-0.35223,0.20365,-0.00027,-0.28717,-0.23106,-0.11857,-0.16235,-0.15546,-0.17352,-0.22336,-0.29773,-0.34204,-0.42844,-0.79558,-0.97313,-1.09683,-1.13049,-0.94301,-0.96673,-0.76175,-0.7992,-0.85299,-0.87853,-0.89919,-1.06909,-1.33525,-1.45209,-1.47363
Feb2004,-1.73657,-0.78109,-0.70394,-1.04811,-1.36594,-1.43062,-1.63255,-1.90489,-1.85594,-1.65392,-0.64833,-0.44544,-0.25447,-0.42307,0.00981,0.03673,-0.24034,-0.44362,-0.5585,-0.55766,-0.6091,-0.66993,-0.11561,-0.30121,-0.56597,-0.50656,-0.3948,-0.43736,-0.43234,-0.4507,-0.48939,-0.56228,-0.59481,-0.6675,-1.00253,-1.15983,-1.27,-1.30733,-1.13215,-1.14996,-0.96148,-0.9952,-1.04142,-1.06494,-1.0765,-1.22564,-1.47489,-1.58674
Mar2004,-0.88696,-1.62482,-1.06267,-0.94146,-1.26528,-1.57727,-1.65007,-1.80291,-2.02913,-1.96543,-1.7173,-0.87925,-0.67317,-0.49227,-0.64737,-0.2585,-0.23639,-0.48745,-0.66872,-0.76804,-0.75913,-0.79415,-0.83791,-0.32702,-0.49583,-0.73498,-0.6786,-0.57331,-0.61039,-0.60337,-0.62165,-0.65529,-0.72682,-0.75114,-0.80787,-1.1074,-1.24483,-1.34354,-1.37839,-1.22252,-1.23587,-1.05894,-1.08794,-1.12745,-1.14892,-1.1547,-1.28727,-1.52498
Apr2004,1.28835,0.37861,-0.4477,-0.168,-0.14065,-0.45772,-0.72193,-0.79129,-0.99421,-1.27198,-1.2728,-1.13529,-0.40888,-0.26456,-0.09587,-0.28401,0.10995,0.12687,-0.15275,-0.34812,-0.46063,-0.45148,-0.5032,-0.5722,-0.04152,-0.2358,-0.49663,-0.42522,-0.31679,-0.36182,-0.35957,-0.38017,-0.41983,-0.49813,-0.53496,-0.6135,-0.94849,-1.10452,-1.21222,-1.23803,-1.0653,-1.0842,-0.89147,-0.92359,-0.9689,-0.99355,-1.00441,-1.14919
May2004,-0.14358,0.77539,0.1546,-0.49473,-0.27353,-0.23565,-0.50246,-0.74263,-0.79218,-0.953,-1.16531,-1.16941,-1.0951,-0.48089,-0.35541,-0.18178,-0.36505,0.0053,0.00801,-0.24667,-0.42209,-0.52376,-0.51245,-0.5598,-0.62134,-0.13541,-0.30971,-0.55439,-0.47998,-0.36254,-0.41116,-0.41454,-0.43315,-0.47086,-0.54248,-0.57464,-0.64633,-0.96684,-1.10737,-1.21475,-1.23856,-1.06809,-1.08132,-0.88931,-0.92084,-0.96601,-0.99172,-1.00257
Jun2004,-1.04638,-0.56692,0.44496,-0.05685,-0.62144,-0.41435,-0.3713,-0.62137,-0.83807,-0.88091,-1.02291,-1.21297,-1.20966,-1.13944,-0.57627,-0.44882,-0.27652,-0.44842,-0.09288,-0.09375,-0.33082,-0.49674,-0.59299,-0.58174,-0.62398,-0.67913,-0.21821,-0.38316,-0.61424,-0.54085,-0.42142,-0.46589,-0.46976,-0.48826,-0.52436,-0.59413,-0.62301,-0.68751,-0.9953,-1.1328,-1.23814,-1.26166,-1.09496,-1.10826,-0.91911,-0.94943,-0.99226,-1.0167
Jul2004,1.626,0.5405,0.17682,0.81022,0.27518,-0.29744,-0.09664,-0.08142,-0.32382,-0.54369,-0.59209,-0.74023,-0.93421,-0.95071,-0.90646,-0.35767,-0.24231,-0.07987,-0.25695,0.09112,0.09471,-0.14617,-0.31355,-0.41599,-0.40572,-0.4553,-0.51611,-0.05625,-0.22282,-0.45826,-0.38223,-0.26484,-0.30751,-0.31284,-0.33265,-0.37178,-0.44535,-0.48047,-0.5582,-0.87271,-1.01907,-1.12462,-1.14425,-0.97608,-0.99176,-0.80267,-0.83351,-0.87912
Aug2004,-1.64127,0.35989,-0.27173,-0.30655,0.44682,0.01415,-0.49567,-0.30082,-0.27685,-0.50112,-0.70322,-0.74561,-0.87832,-1.05662,-1.06206,-1.00948,-0.48289,-0.36705,-0.20645,-0.37486,-0.03658,-0.03384,-0.26111,-0.42224,-0.51781,-0.50871,-0.55246,-0.60635,-0.16977,-0.32863,-0.55103,-0.47868,-0.36312,-0.4019,-0.40469,-0.42234,-0.45718,-0.52668,-0.5567,-0.62974,-0.9304,-1.07286,-1.17532,-1.19597,-1.03383,-1.04798,-0.86342,-0.89263
Sep2004,-0.26717,-1.44753,0.14644,-0.38901,-0.38965,0.37949,-0.03593,-0.52838,-0.33403,-0.30863,-0.53172,-0.72897,-0.77073,-0.90042,-1.07652,-1.07955,-1.02517,-0.5064,-0.38606,-0.22466,-0.38942,-0.05199,-0.04943,-0.27365,-0.43405,-0.52833,-0.52023,-0.56267,-0.6135,-0.18506,-0.33925,-0.55811,-0.48715,-0.37518,-0.41367,-0.41615,-0.43389,-0.46815,-0.53672,-0.56649,-0.63859,-0.93625,-1.07723,-1.17942,-1.20029,-1.04017,-1.0539,-0.87224
Oct2004,-0.51685,-0.57731,-1.34771,-0.21207,-0.59334,-0.6153,0.15577,-0.20502,-0.66668,-0.46231,-0.44372,-0.66681,-0.86138,-0.90047,-1.01906,-1.18719,-1.18375,-1.1172,-0.57823,-0.44634,-0.28532,-0.44915,-0.11384,-0.11041,-0.32835,-0.48897,-0.581,-0.57552,-0.61895,-0.66923,-0.26233,-0.40995,-0.62021,-0.54946,-0.44127,-0.47746,-0.48158,-0.49817,-0.52834,-0.58882,-0.61596,-0.68405,-0.97539,-1.11579,-1.21808,-1.24459,-1.08361,-1.09857
Nov2004,0.48639,0.1009,0.00795,-0.57319,0.08902,-0.22885,-0.31088,0.24597,-0.1038,-0.54395,-0.36543,-0.37058,-0.56987,-0.74665,-0.78293,-0.89058,-1.04389,-1.04934,-0.99224,-0.49222,-0.37151,-0.22104,-0.377,-0.05665,-0.05666,-0.26797,-0.42302,-0.5111,-0.50734,-0.55011,-0.5972,-0.20052,-0.34374,-0.55492,-0.48285,-0.36895,-0.40973,-0.41348,-0.42937,-0.46092,-0.52281,-0.55289,-0.62445,-0.92459,-1.06856,-1.17313,-1.19445,-1.02806
Dec2004,0.05236,0.21242,-0.02244,-0.09472,-0.55063,0.02443,-0.26297,-0.31681,0.24006,-0.11136,-0.55432,-0.38418,-0.39039,-0.58223,-0.74577,-0.77889,-0.88229,-1.03082,-1.03775,-0.98735,-0.48026,-0.36889,-0.21992,-0.37448,-0.06357,-0.0636,-0.27214,-0.42348,-0.50966,-0.50475,-0.54997,-0.59847,-0.2035,-0.34675,-0.55484,-0.48243,-0.3685,-0.40861,-0.41235,-0.42908,-0.45901,-0.51985,-0.54904,-0.61836,-0.91911,-1.06208,-1.17031,-1.19343
Jan2005,1.37253,1.06416,1.04741,0.66241,0.58201,0.18127,0.60656,0.33509,0.18483,0.61786,0.22893,-0.25216,-0.08056,-0.09308,-0.28197,-0.46149,-0.49688,-0.60518,-0.76163,-0.77588,-0.74112,-0.26765,-0.17111,-0.03807,-0.18875,0.11213,0.13263,-0.04407,-0.19486,-0.28253,-0.27913,-0.33731,-0.40679,-0.01562,-0.16611,-0.37789,-0.29582,-0.19215,-0.23832,-0.24757,-0.26551,-0.30046,-0.36432,-0.40333,-0.47792,-0.78487,-0.93994,-1.05208
Feb2005,1.23855,1.65636,1.54347,1.58769,1.11408,1.03823,0.6825,1.02167,0.75891,0.5808,0.93373,0.53954,0.04772,0.20929,0.21202,0.00988,-0.1796,-0.22219,-0.34424,-0.50525,-0.5291,-0.51414,-0.05276,0.04081,0.16116,0.01392,0.30559,0.32949,0.15236,-5e-04,-0.08934,-0.09074,-0.15772,-0.24161,0.14524,-0.01024,-0.22775,-0.14155,-0.04468,-0.08854,-0.09747,-0.11818,-0.15599,-0.22251,-0.26356,-0.33772,-0.6475,-0.80596
Mar2005,0.43545,0.94565,1.34778,1.26199,1.35171,1.06866,1.01779,0.7343,1.01082,0.78787,0.60241,0.94087,0.58286,0.12264,0.26481,0.25187,0.05703,-0.12411,-0.16583,-0.28441,-0.42795,-0.45328,-0.45269,-0.01587,0.07021,0.18592,0.04811,0.33295,0.35773,0.17967,0.02766,-0.06156,-0.07244,-0.14042,-0.21921,0.15877,0.00305,-0.20819,-0.11989,-0.02038,-0.05869,-0.06893,-0.08839,-0.12563,-0.19153,-0.23142,-0.29638,-0.59473
Apr2005,-1.17849,-0.59253,0.08777,0.63087,0.5701,0.68988,0.49896,0.44216,0.1533,0.49342,0.27103,0.12858,0.54598,0.2248,-0.22197,-0.07956,-0.0903,-0.28842,-0.4727,-0.50972,-0.61505,-0.74764,-0.75558,-0.72751,-0.29331,-0.19892,-0.06099,-0.18942,0.10709,0.12197,-0.06142,-0.21379,-0.29556,-0.30312,-0.36223,-0.43552,-0.05909,-0.20478,-0.40685,-0.31811,-0.2107,-0.24887,-0.25738,-0.27569,-0.30788,-0.37265,-0.40506,-0.45858
May2005,0.82759,-0.40017,-0.14377,0.30109,0.73555,0.68108,0.78403,0.59674,0.54449,0.30219,0.59206,0.39701,0.24154,0.6223,0.32756,-0.0733,0.0423,0.03755,-0.16443,-0.33602,-0.36959,-0.4739,-0.59745,-0.61464,-0.60054,-0.19853,-0.10371,0.0265,-0.09016,0.20935,0.22299,0.03716,-0.11221,-0.19648,-0.20321,-0.26369,-0.33913,0.034,-0.101,-0.30224,-0.21248,-0.1085,-0.13554,-0.14127,-0.1603,-0.19592,-0.26381,-0.29851
Jun2005,-1.45139,0.12693,-0.71061,-0.40589,0.03254,0.46007,0.42977,0.51607,0.34361,0.29857,0.07039,0.34483,0.17147,0.04339,0.41751,0.14962,-0.21775,-0.10622,-0.10505,-0.2974,-0.45479,-0.48652,-0.58344,-0.6987,-0.71071,-0.69191,-0.31304,-0.22099,-0.09249,-0.2,0.09646,0.10867,-0.06903,-0.2127,-0.29241,-0.2993,-0.35357,-0.41913,-0.06005,-0.18467,-0.37576,-0.29092,-0.1866,-0.21117,-0.21685,-0.23512,-0.26872,-0.33293
Jul2005,-2.50961,-2.03741,-0.75596,-1.16543,-0.7806,-0.32073,0.11371,0.09633,0.18301,0.01994,-0.02075,-0.23997,0.02883,-0.12501,-0.2233,0.15443,-0.09472,-0.43432,-0.32814,-0.3231,-0.49613,-0.64555,-0.67555,-0.75982,-0.86541,-0.86817,-0.83585,-0.47878,-0.38155,-0.25275,-0.35583,-0.06775,-0.05529,-0.2255,-0.362,-0.43367,-0.4395,-0.48607,-0.54866,-0.20478,-0.32872,-0.50656,-0.42702,-0.3242,-0.34806,-0.35424,-0.37003,-0.39986
Aug2005,0.32606,-1.30512,-1.55822,-0.53737,-1.01787,-0.67887,-0.2557,0.1497,0.13289,0.22002,0.06794,0.02846,-0.17823,0.07214,-0.07251,-0.16713,0.18964,-0.04629,-0.37618,-0.27461,-0.26669,-0.43719,-0.58529,-0.61689,-0.7029,-0.80996,-0.81615,-0.78829,-0.43945,-0.34948,-0.22461,-0.3243,-0.04224,-0.0285,-0.19282,-0.32554,-0.39599,-0.40229,-0.44879,-0.51376,-0.17569,-0.30029,-0.47547,-0.3939,-0.29411,-0.31641,-0.3234,-0.33971
Sep2005,-2.42702,-1.01528,-1.9033,-1.88993,-0.98518,-1.27512,-0.91161,-0.46948,-0.06062,-0.06767,0.01365,-0.13145,-0.16669,-0.36886,-0.11834,-0.25037,-0.32942,0.03052,-0.19205,-0.50755,-0.40506,-0.39111,-0.55462,-0.69981,-0.7312,-0.81066,-0.91481,-0.91593,-0.88026,-0.5417,-0.44865,-0.32465,-0.42268,-0.1479,-0.13473,-0.29417,-0.42347,-0.48992,-0.49484,-0.53717,-0.59688,-0.26796,-0.38649,-0.55677,-0.48002,-0.38084,-0.40351,-0.40956
Oct2005,-0.97191,-1.93575,-1.25072,-2.04538,-2.00076,-1.21374,-1.48167,-1.09924,-0.66592,-0.25774,-0.26496,-0.19622,-0.3398,-0.37106,-0.55816,-0.31553,-0.4216,-0.46142,-0.09185,-0.29364,-0.60422,-0.50184,-0.48231,-0.63953,-0.78677,-0.81907,-0.89516,-1.00288,-1.0021,-0.96199,-0.63559,-0.54396,-0.42157,-0.51457,-0.24898,-0.23531,-0.39058,-0.51501,-0.57568,-0.57359,-0.61184,-0.6663,-0.34567,-0.45712,-0.62271,-0.55107,-0.45046,-0.47438
Nov2005,0.26486,-0.27062,-0.97344,-0.70814,-1.38661,-1.58961,-0.95099,-1.26746,-0.97563,-0.60288,-0.23715,-0.26396,-0.19803,-0.32689,-0.35278,-0.51815,-0.28836,-0.38604,-0.42738,-0.08102,-0.27154,-0.56405,-0.46881,-0.4474,-0.60136,-0.74486,-0.77487,-0.84836,-0.95321,-0.95404,-0.91618,-0.59904,-0.50806,-0.39092,-0.48079,-0.21171,-0.20354,-0.35552,-0.47786,-0.53889,-0.53803,-0.57795,-0.63425,-0.31598,-0.42378,-0.58879,-0.51801,-0.41759
Dec2005,-0.66798,-0.38508,-0.69802,-1.19825,-1.00981,-1.5462,-1.70196,-1.1355,-1.41814,-1.11247,-0.74585,-0.38829,-0.41195,-0.34748,-0.46374,-0.48308,-0.63721,-0.41615,-0.50602,-0.54015,-0.17517,-0.36989,-0.65337,-0.55733,-0.53752,-0.68771,-0.826,-0.85476,-0.92394,-1.02546,-1.02596,-0.98712,-0.67393,-0.58276,-0.46384,-0.55275,-0.28581,-0.27702,-0.42704,-0.54824,-0.60569,-0.60346,-0.63976,-0.69096,-0.3706,-0.47364,-0.63834,-0.5695
Jan2006,1.94901,1.39453,1.19325,0.6802,0.29333,0.33947,-0.20976,-0.54982,-0.1643,-0.67454,-0.49884,-0.19146,0.16239,0.12499,0.19775,0.05997,0.03482,-0.12987,0.08298,-0.02927,-0.10288,0.21307,0.00966,-0.28528,-0.19652,-0.1864,-0.32709,-0.43892,-0.47012,-0.54854,-0.65593,-0.67483,-0.66244,-0.34864,-0.2656,-0.14877,-0.22895,0.02681,0.03095,-0.12569,-0.25039,-0.31669,-0.31852,-0.36969,-0.43122,-0.09954,-0.21787,-0.39019
